image,description
rb_6964205398.png,"On a white table, there is a black circular object, a white circular object, a cloth, and a tin box. Inside the box, there is a square object. The robotic arm is gripping on the square object inside the box."
rb_6970471566.png,"On the table, there is a blue cup. The robotic arm seems to be gripping on a plastic cup, and the robotic arm moves to the top of the blue cup."
rb_6976783309.png,"In a kitchen, there is a cooking desktop with a microwave, a sink, a water faucet, an oven, a basket on the desktop, and a range hood. The robotic arm holds the basket and moves it under the sink."
rb_6977936705.png,"On the cabinet, there is a water bottle, a bag of snack, and a blue ball. The robotic arm moves the ball from the left rear of the cabinet top to the front besides the snack."
rb_7015240197.png,"On the table, there is a basket of banana, and the robotic arm holds on the banana at the top and lifts it up."
rb_7022988153.png,"On the table, there is a piece of cloth to the right of the desk. The robotic arms pressed down the cloth and moves it to the left side of the table."
rb_7043981671.png,"On a cabinet, there is a blue apple, and a bowl. The last drawer of the cabinet it open. The robotic arm pressed on the last drawer and closes it."
rb_7046429250.png,"On the table, there are two cans, a microwave, a carrot spoon, a cloth, a pot, and a mushroom on the cloth. The robotic arm picks up the mushroom and places it into the pot."
rb_7068066653.png,"On the table, there are two cans, a microwave, a carrot spoon, a cloth, a pot, and a mushroom. The robotic arm presses on the cloth and slides it from right to left."
rb_7076842916.png,"On a cabinet, there is a water bottle, two soda cans, and a bowl. The top drawer of the cabinet is open. The robotic arm picks up the water bottle and places it into the first drawer."
rb_7096048726.png,"In a living room, there is a plate of apples on a coffe table. There are three apples, a deep blue one, a light blue one, and a green one. The robotic arm picks up the deep blue apple."
rb_7108393295.png,"In a living room, there is a plate of apples on a coffe table. There are four apples, two deep blue one, a light blue one, and a green one. The robotic arm picks up the deep blue apple that is to the front of the image."
rb_7135956356.png,"In a living room, there is a cube object and a glass. The robotic arm picks up the glass."
rb_7138299289.png,"On the table, there is a box with a white cup and a blue bowl. There is also a dishwasher drawer. The robotic arm pick up the cup and plate and places then into the dishwasher drawer."
rb_7145993143.png,"In a black cabinet, there are four different white objects, including a circle, a cube, a long and thin object, and a small polygon. The robotic arm picks up the cube from the bottom left of the cabinet."
rb_7152336873.png,"On a cabinet, there are three soda cans and a white bowl. The first drawer of the cabinet is open. The robotic arm picks up the soda can to the fron edge of the cabinet top in the middle and places it into the first drawer."
rb_7166199686.png,"On a cabinet, there is a water bottle, a bag of chips, a bag of snack, and a white bowl. The last drawer of the cabinet is open. The robotic arm picks up the bottle and places it into the last drawer."
rb_7169323947.png,"There are six drawers. The robotic arm opens the top right drawer, and there is a bag of snack in it."
rb_7172210469.png,"On a white table, there are six obejcts, including two soda cans, a clue cube, a water bottle, a light blue obejct, and a candle. The robotic arm navigate to the blue cube and move through betweent the blue cude and the bottle."
rb_7179243195.png,"On a cabinet, there are two soda cans and a white bowl. The robotic arm opens the first drawer of the cabinet."
rb_7181557947.png,"On a cabinet, there is a soda cans, a white bowl, and a ball. The robotic arm opens the second drawer of the cabinet."
rb_7187633286.png,"In a kitchen, there is a stovetop. There is a pot with a broccoli in it and a cloth with a knife on the cloth on the stove top. The robotic arm moves the knife from the cloth to the stovetop."
rb_7205505222.png,"On a blue table, there is a pot with a blue and green object in it, a cloth, and a spatula. The robotic arm presses on the cloth and moves it to the front of the table."
rb_7214140187.png,"On a white table, there is a blue T-shape object. There is also a T shape red line. The robotic arm moves the blue object to match the red line."
rb_7219538272.png,"In a kitchen, there is a fridge, a microwave, a sink, and a water faucet. The robotic arm grips on the handle of the top of the fridge and opens it. There are two blue objects in it."
rb_7243922626.png,"On the blue table, there is a pepper, a pumkin, a ruler, a banana, and a cup with a cucumber in it. The robtoic arm picks up the cucumber and moves it on the table."
rb_7264289304.png,"In a kitchen, there is a microwave, a stovetop, an oven, a sink, and a water faucet. The robotic arm moves to the upper right."
rb_7280413331.png,"On a blue table, there is a pot with a mushroom in it, a cloth, a microwave, two cans, and a spoon. The pot is on the cloth. The robotic arm picks up the mushroom and places it to the edge of the table."
rb_7300264461.png,"On a blue table, there is a white cup. There are also some black blocks besides the cup. The robotic arm holds a small blue cup with a white ball in it. The robtoic arm moves to the top of the white cup and pours the white ball into the white cup."
rb_7308709761.png,"In a black cabinet, there are four different white objects, including a circle, a cube, a long and thin object, and a small polygon. The cube and the small polygon are on the top of the cabinet, and the others are inside the cabinet. The robotic arm picks up the circle from the bottom left of the cabinet."
rb_7328798244.png,"On a blue table, there is an oven, a blue bowl, a yellow blocks, and a large orange plate. There is a black bowl on the oven. The robotic arm picks up the black bowl on the oven."
rb_7359748544.png,"On a table, there is a soda can, a green bag and a smaller brown bag of snack. The robotic arm lifts up the soda can and moves is up to be near to the two bags of snack."
rb_7365400616.png,"On a blue table, there is a green cloth. The robotic arm pressed on the cloth and moves it from right to left."
rb_7369966045.png,"On a blue table, there is an oven, a white bowl, an orange bowl, and a large orange plate. The robotic arm holds a yellow block and drops it into the white bowl."
rb_7370583263.png,"On a cabinet, there is a soda can and a white bowl. The first drawer of the cabinet is open. The robotic arm picks up the soda can and places it into the first drawer."
